UPOS	POS	LEMMA
VERB	дзеясл.	@Приневоливати	
VERB	дзеясл.	@Приневолити, прыневолить	
VERB	дзеясл.	@Приневоляти, прыневоляти	
VERB	дзеясл.	@Принентити	
VERB	дзеясл.	@Принести, принесьти, прынести	
VERB	дзеясл.	@Принестися	
VERB	дзеясл.	@Принижити	
VERB	дзеясл.	@Приникати	
VERB	дзеясл.	@Приникнути	
VERB	дзеясл.	@Принопинати	
VERB	дзеясл.	@Приносити, прыносити	
VERB	дзеясл.	@Приноситися	
VERB	дзеясл.	@Приношати, приношать	
VERB	дзеясл.	@Приношатися	
VERB	дзеясл.	@Приношовати, прыношывати	
VERB	дзеясл.	@Принудити	
VERB	дзеясл.	@Принужати	
VERB	дзеясл.	@Принутити	
VERB	дзеясл.	@Принюкувати	
VERB	дзеясл.	@Приняти, прийняти, прыйняти, прыняти	
VERB	дзеясл.	@Принятися, прынятися	
VERB	дзеясл.	@Приобецати, прыобецати	
VERB	дзеясл.	@Приобецатися, прыобецатися	
VERB	дзеясл.	@Приобецовати	
VERB	дзеясл.	@Приобецоватися	
VERB	дзеясл.	@Приобидети, приобидити	
VERB	дзеясл.	@Приобижати	
VERB	дзеясл.	@Приоблечи	
VERB	дзеясл.	@Приоблечися	
VERB	дзеясл.	@Приоболочати	
VERB	дзеясл.	@Приоболочи	
VERB	дзеясл.	@Приоболочися	
VERB	дзеясл.	@Приобрести, преобрести	
VERB	дзеясл.	@Приобути	
VERB	дзеясл.	@Приобщатися	
VERB	дзеясл.	@Приобщитисе	
VERB	дзеясл.	@Приодевати	
VERB	дзеясл.	@Приодеватися, приодеватисе, приодиватися	
VERB	дзеясл.	@Приодети	
VERB	дзеясл.	@Приодетися, приодетисе	
VERB	дзеясл.	@Приоздобити	
VERB	дзеясл.	@Приоздобляти	
VERB	дзеясл.	@Приоставити	
VERB	дзеясл.	@Приохандожити, приохендожити	
VERB	дзеясл.	@Приохендожати	
VERB	дзеясл.	@Припадати, припадать, прыпадати	
VERB	дзеясл.	@Припаднути	
VERB	дзеясл.	@Припадовати	
VERB	дзеясл.	@Припадывати	
VERB	дзеясл.	@Припаливати	
VERB	дзеясл.	@Припалитися	
VERB	дзеясл.	@Припасати, прыпасати	
VERB	дзеясл.	@Припасти, прыпасти	
VERB	дзеясл.	@Припатритися, прыпатрытисе	
VERB	дзеясл.	@Припатровати	
VERB	дзеясл.	@Припатроватися, припатроватисе, прыпатроватися	
VERB	дзеясл.	@Припатряти, припотряти	
VERB	дзеясл.	@Припахати	
VERB	дзеясл.	@Припахивати	
VERB	дзеясл.	@Припевати, прыпевати	
VERB	дзеясл.	@Припекати	
VERB	дзеясл.	@Приперезати	
VERB	дзеясл.	@Приперети	
VERB	дзеясл.	@Приперти, прыперти	
VERB	дзеясл.	@Припертися	
VERB	дзеясл.	@Приперязатися	
VERB	дзеясл.	@Припечатати	
VERB	дзеясл.	@Припечатовати, припечэтовати, прыпечатовати	
VERB	дзеясл.	@Припилновати, припильновати	
VERB	дзеясл.	@Припинати	
VERB	дзеясл.	@Припирати	
VERB	дзеясл.	@Приписати, прыписати	
VERB	дзеясл.	@Приписатися	
VERB	дзеясл.	@Приписовати, прыписовати	
VERB	дзеясл.	@Приписоватися, приписоватисе	
VERB	дзеясл.	@Приплавити	
VERB	дзеясл.	@Приплавитися	
VERB	дзеясл.	@Приплатити, прыплатити	
VERB	дзеясл.	@Приплестися	
VERB	дзеясл.	@Приплетоватися	
VERB	дзеясл.	@Приплодити	
VERB	дзеясл.	@Приплодитисе	
VERB	дзеясл.	@Припложати	
VERB	дзеясл.	@Приплужити	
VERB	дзеясл.	@Приплывати, прыплывати	
VERB	дзеясл.	@Приплынути, прыплынути	
VERB	дзеясл.	@Приплыти, прыплыти	
VERB	дзеясл.	@Припнутисе	
VERB	дзеясл.	@Приповедати, прыповедати	
VERB	дзеясл.	@Приповедатися, приповедатисе, прыповедатисе, прыповядатисе	
VERB	дзеясл.	@Приповедити	
VERB	дзеясл.	@Приповедитися	
VERB	дзеясл.	@Приповедовати	
VERB	дзеясл.	@Приповедоватися	
VERB	дзеясл.	@Приподобати	
VERB	дзеясл.	@Приподобатисе	
VERB	дзеясл.	@Приподобити	
VERB	дзеясл.	@Приподобитися, приподобитисе	
VERB	дзеясл.	@Приподобляти	
VERB	дзеясл.	@Приподоблятися	
VERB	дзеясл.	@Приподобывати	
VERB	дзеясл.	@Приподобыватися, приподобыватисе	
VERB	дзеясл.	@Припозвати, припозвать, прыпозвати	
VERB	дзеясл.	@Припозватися, прыпозватися	
VERB	дзеясл.	@Припознати	
VERB	дзеясл.	@Припознитися	
VERB	дзеясл.	@Припозывати	
VERB	дзеясл.	@Припозыватися	
VERB	дзеясл.	@Припозычити	
VERB	дзеясл.	@Припоити	
VERB	дзеясл.	@Припоитися	
VERB	дзеясл.	@Приползти, приповзти, прыползти	
VERB	дзеясл.	@Припоменути, припоменуть, прыпоменути	
VERB	дзеясл.	@Припоменутисе, прыпоменутися	
VERB	дзеясл.	@Припоминатися, припоминатисе, прыпоминатися	
VERB	дзеясл.	@Припомнити, припомнети, припомнеть, прыпомнети, прыпомнити	
VERB	дзеясл.	@Припомнитися, припомнетисе, припомнетися	
VERB	дзеясл.	@Припомняти	
VERB	дзеясл.	@Припомогати	
VERB	дзеясл.	@Припомянути	
VERB	дзеясл.	@Припомянутися	
VERB	дзеясл.	@Припоручати, припаручати, прыпоручати	
VERB	дзеясл.	@Припоручити, припаручити, припоручыти, прыпоручити, прыпоручыти	
VERB	дзеясл.	@Припоручувати	
VERB	дзеясл.	@Припостигнути	
VERB	дзеясл.	@Припохлебиться	
VERB	дзеясл.	@Припоясати, прыпоесати	
VERB	дзеясл.	@Припоясатися	
VERB	дзеясл.	@Припоясоватися	
VERB	дзеясл.	@Приправатися	
VERB	дзеясл.	@Приправити, приправить, прыправити	
VERB	дзеясл.	@Приправитися	
VERB	дзеясл.	@Приправляти, приправлять, прыправляти	
VERB	дзеясл.	@Приправлятися, приправлятисе, прыправлятися	
VERB	дзеясл.	@Приправовати, приправовать, прыправовати	
VERB	дзеясл.	@Приправоватися, приправоватисе	
VERB	дзеясл.	@Приправяти	
VERB	дзеясл.	@Припретися	
VERB	дзеясл.	@Припривлятисе	
VERB	дзеясл.	@Припровадити, припровадить, прыпровадити	
VERB	дзеясл.	@Припровадитися, припровадитисе	
VERB	дзеясл.	@Припросити, прыпросити	
VERB	дзеясл.	@Припрягати	
VERB	дзеясл.	@Припрятовати	
VERB	дзеясл.	@Припстровати	
VERB	дзеясл.	@Припудити	
VERB	дзеясл.	@Припудцити	
VERB	дзеясл.	@Припужати	
VERB	дзеясл.	@Припускати, прыпускати	
VERB	дзеясл.	@Припустити, припустить, прыпустити, прыпустить	
VERB	дзеясл.	@Припуститися	
VERB	дзеясл.	@Припущати, прыпушчати	
VERB	дзеясл.	@Припытыватися, припытаватисе, припытоватися, прыпытоватисе, прыпытыватися	
VERB	дзеясл.	@Припяти	
VERB	дзеясл.	@Прирадити, прирядити	
VERB	дзеясл.	@Приражатися	
VERB	дзеясл.	@Приражовати, приряжовати	
VERB	дзеясл.	@Приразитися	
VERB	дзеясл.	@Прирекати, прирэкати, прырекати	
VERB	дзеясл.	@Приречи, прирець, прыречи	
VERB	дзеясл.	@Приробить, прыробити	
VERB	дзеясл.	@Приробливати	
VERB	дзеясл.	@Приробляти, прироблять, прыробляти	
VERB	дзеясл.	@Прировнавати	
VERB	дзеясл.	@Прировнаватися	
VERB	дзеясл.	@Прировнати	
VERB	дзеясл.	@Прировнатися, прировнатисе	
VERB	дзеясл.	@Прировновати	
VERB	дзеясл.	@Прировнывати, прировнивати, прыровнывати	
VERB	дзеясл.	@Прировныватися	
VERB	дзеясл.	@Природитися	
VERB	дзеясл.	@Приростати, прыростати	
VERB	дзеясл.	@Прирости	
VERB	дзеясл.	@Приручати	
VERB	дзеясл.	@Приручити, приручыти	
VERB	дзеясл.	@Приручовати	
VERB	дзеясл.	@Присадити	
VERB	дзеясл.	@Присажати	
VERB	дзеясл.	@Присаживати	
VERB	дзеясл.	@Присвоивати	
VERB	дзеясл.	@Присвоиватися	
VERB	дзеясл.	@Присвоити	
VERB	дзеясл.	@Присвоитися	
VERB	дзеясл.	@Присвояти	
VERB	дзеясл.	@Присвоятися	
VERB	дзеясл.	@Присевати	
VERB	дзеясл.	@Приседати	
VERB	дзеясл.	@Приседети	
VERB	дзеясл.	@Приселитися	
VERB	дзеясл.	@Присести	
VERB	дзеясл.	@Присеяти, присеети	
VERB	дзеясл.	@Прискорбети	
VERB	дзеясл.	@Прискочити, прискочыти, прыскочыти	
VERB	дзеясл.	@Прислати, прислать, прыслати	
VERB	дзеясл.	@Прислатися	
VERB	дзеясл.	@Прислонити, прыслонити	
VERB	дзеясл.	@Прислонитися	
VERB	дзеясл.	@Прислуговати	
VERB	дзеясл.	@Прислуговатися	
VERB	дзеясл.	@Прислужити, прислужыти	
VERB	дзеясл.	@Прислужитися, прислужытисе	
VERB	дзеясл.	@Прислухати, прыслухати	
VERB	дзеясл.	@Прислухатися, прыслухатисе, прыслухатися	
VERB	дзеясл.	@Прислухивати, прыслухивати	
VERB	дзеясл.	@Прислухиватися	
VERB	дзеясл.	@Прислушати, прыслушати	
VERB	дзеясл.	@Прислушити, прислушить, прыслушыти	
VERB	дзеясл.	@Присмотрати, присмотряти, прысмотрати	
VERB	дзеясл.	@Присмотреватися, присмотриватися, присмотроватися, присмотрюватися	
VERB	дзеясл.	@Присмотрети	
VERB	дзеясл.	@Присмотретися, присмотретисе, прысмотретися	
VERB	дзеясл.	@Присмотрити	
VERB	дзеясл.	@Присмотритися	
VERB	дзеясл.	@Присмотровати	
VERB	дзеясл.	@Присмотрятися	
VERB	дзеясл.	@Присоромотити	
VERB	дзеясл.	@Присохнути	
VERB	дзеясл.	@Приспарати, приспаряти	
VERB	дзеясл.	@Приспати	
VERB	дзеясл.	@Приспевати	
VERB	дзеясл.	@Приспети, прыспети I	
VERB	дзеясл.	@Приспети, прыспети II	
VERB	дзеясл.	@Приспорити	
VERB	дзеясл.	@Приспоряжатися	
VERB	дзеясл.	@Приспособити, прыспособити	
VERB	дзеясл.	@Приспособитися, прыспособитися	
VERB	дзеясл.	@Приспособляти, прыспособляти	
VERB	дзеясл.	@Приспособлятися	
VERB	дзеясл.	@Приспособяти, приспосабять	
VERB	дзеясл.	@Приспособятися	
VERB	дзеясл.	@Приставати, приставать, пристовати, прыставати	
VERB	дзеясл.	@Приставити, прыставити	
VERB	дзеясл.	@Приставляти, прыставляти	
VERB	дзеясл.	@Приставовати, прыставовати	
VERB	дзеясл.	@Приставяти	
VERB	дзеясл.	@Пристати, прыстати	
VERB	дзеясл.	@Пристегнути	
VERB	дзеясл.	@Пристерегати	
VERB	дзеясл.	@Пристерегчи	
VERB	дзеясл.	@Пристигать	
VERB	дзеясл.	@Пристигнути, прыстигнути	
VERB	дзеясл.	@Пристоити, прыстоити	
VERB	дзеясл.	@Пристосовати	
VERB	дзеясл.	@Пристосоватисе	
VERB	дзеясл.	@Пристрашити, прыстрашыти	
VERB	дзеясл.	@Пристретити	
VERB	дзеясл.	@Приступати, прыступати	
VERB	дзеясл.	@Приступити, приступить, прыступити	
VERB	дзеясл.	@Приступитися, приступитисе	
VERB	дзеясл.	@Приступовати, приступовать, прыступовати	
VERB	дзеясл.	@Приступоватися	
VERB	дзеясл.	@Присудити, прысудити, прысудить	
VERB	дзеясл.	@Присужати	
VERB	дзеясл.	@Присхнути	
VERB	дзеясл.	@Присылати, присилати, прысылати	
VERB	дзеясл.	@Присылатися	
VERB	дзеясл.	@Присылывати, присыливати, присыловати, прысылывати	
VERB	дзеясл.	@Присыпати	
VERB	дзеясл.	@Присыпывати	
VERB	дзеясл.	@Присягати, присегати, присегать, прысегати, прысягати	
VERB	дзеясл.	@Присягатися, присегатисе, присегатися	
VERB	дзеясл.	@Присягнути, присегнути, присегнуть, прысегнути, прысягнути	
VERB	дзеясл.	@Присячи, присечи, присячь, присячы	
VERB	дзеясл.	@Притачати	
VERB	дзеясл.	@Притачатися	
VERB	дзеясл.	@Притекати	
VERB	дзеясл.	@Притерпети, прытерпети	
VERB	дзеясл.	@Притерти	
VERB	дзеясл.	@Притертися	
VERB	дзеясл.	@Притечи, прытечи	
VERB	дзеясл.	@Прити, притти, прыти	
VERB	дзеясл.	@Притирати	
VERB	дзеясл.	@Притиратися	
VERB	дзеясл.	@Притискати, прытискать	
VERB	дзеясл.	@Притиснути, притиснуть, прытиснути, прытиснуть	
VERB	дзеясл.	@Притися	
VERB	дзеясл.	@Приткатися	
VERB	дзеясл.	@Приткнути, приткнуть	
VERB	дзеясл.	@Приткнутися	
VERB	дзеясл.	@Притнути	
VERB	дзеясл.	@Притоптати	
VERB	дзеясл.	@Приторговати	
VERB	дзеясл.	@Приточати	
VERB	дзеясл.	@Приточити, приточыти, прыточити	
VERB	дзеясл.	@Приточитися, приточытися, прыточитися, прыточытися	
VERB	дзеясл.	@Приточовати	
VERB	дзеясл.	@Притрафити	
VERB	дзеясл.	@Притрафитися, притрафитисе, прытрафитися	
VERB	дзеясл.	@Притрафляти	
VERB	дзеясл.	@Притрафлятися, притрафлятисе	
VERB	дзеясл.	@Притрафятися, притрафятисе	
VERB	дзеясл.	@Притримати	
VERB	дзеясл.	@Притужати	
VERB	дзеясл.	@Притулити	
VERB	дзеясл.	@Притулитисе	
VERB	дзеясл.	@Притуляти	
VERB	дзеясл.	@Притупити	
VERB	дзеясл.	@Притупитися	
VERB	дзеясл.	@Притыкати	
VERB	дзеясл.	@Притягати, притегати, притегать, прытегати	
VERB	дзеясл.	@Притягивати, притяговати, прытягивати	
VERB	дзеясл.	@Притягнути, притягнуть, притегнути, прытегнути, прытягнути	
VERB	дзеясл.	@Притяжати	
VERB	дзеясл.	@Притяжити	
VERB	дзеясл.	@Притянути	
VERB	дзеясл.	@Притятися	
VERB	дзеясл.	@Приубожати	
VERB	дзеясл.	@Приуготовляти	
VERB	дзеясл.	@Приумерти, прыумерти	
VERB	дзеясл.	@Приумети	
VERB	дзеясл.	@Приуподобатися	
VERB	дзеясл.	@Приучати, привчати	
VERB	дзеясл.	@Приучатися, приучатисе	
VERB	дзеясл.	@Приучиватися	
VERB	дзеясл.	@Приучити, приучить, приучыть	
VERB	дзеясл.	@Приучитися, приучытисе, прывчытися	
VERB	дзеясл.	@Прихватити	
VERB	дзеясл.	@Прихворети	
VERB	дзеясл.	@Прихилити	
VERB	дзеясл.	@Прихилитися, прыхилитисе	
VERB	дзеясл.	@Прихиляти	
VERB	дзеясл.	@Прихилятися, прихилятисе, прыхилятисе, прыхилятися	
VERB	дзеясл.	@Приходити, приходить, прыходити, прыходить	
VERB	дзеясл.	@Приходитися, приходитисе, прыходитися	
VERB	дзеясл.	@Прихожати, прихождати, прыхожати	
VERB	дзеясл.	@Прихоживати, прихожувати, прыхожывати	
VERB	дзеясл.	@Прихорати	
VERB	дзеясл.	@Прихорети	
VERB	дзеясл.	@Прихорошувати	
VERB	дзеясл.	@Прицвичати	
VERB	дзеясл.	@Прицвичитисе	
VERB	дзеясл.	@Прицвичыти	
VERB	дзеясл.	@Причастити	
VERB	дзеясл.	@Причаститися	
VERB	дзеясл.	@Причащати, прычащати	
VERB	дзеясл.	@Причащатися, прычащатися	
VERB	дзеясл.	@Причеплеватися	
VERB	дзеясл.	@Причести	
VERB	дзеясл.	@Причестися	
VERB	дзеясл.	@Причинивати	
VERB	дзеясл.	@Причинити, причинить, причынити, прычинити, прычынити	
VERB	дзеясл.	@Причинитися, причынитися	
VERB	дзеясл.	@Причиняти, причинять, причыняти, прычыняти	
VERB	дзеясл.	@Причинятися, причынятисе, прычинятыся, прычынятися	
VERB	дзеясл.	@Причиститися	
VERB	дзеясл.	@Причитати, причытати, прычитати, прычытати	
VERB	дзеясл.	@Причитатися	
VERB	дзеясл.	@Пришанцовати	
VERB	дзеясл.	@Пришанцоватися	
VERB	дзеясл.	@Пришельствовати	
VERB	дзеясл.	@Пришивати	
VERB	дзеясл.	@Пришиватися	
VERB	дзеясл.	@Пришити	
VERB	дзеясл.	@Пришкожати	
VERB	дзеясл.	@Приштурмоватися	
VERB	дзеясл.	@Прияти I	
VERB	дзеясл.	@Прияти II, приять, прыяти	
VERB	дзеясл.	@Пробавити	
VERB	дзеясл.	@Пробавитися	
VERB	дзеясл.	@Пробачати	
VERB	дзеясл.	@Пробачити, пробачыти	
VERB	дзеясл.	@Пробегати	
VERB	дзеясл.	@Пробежати	
VERB	дзеясл.	@Пробечы	
VERB	дзеясл.	@Пробивати, пребивати	
VERB	дзеясл.	@Пробиватися	
VERB	дзеясл.	@Пробити	
VERB	дзеясл.	@Пробитися, пробитисе	
VERB	дзеясл.	@Пробияти	
VERB	дзеясл.	@Пробиятися	
VERB	дзеясл.	@Проблядитися	
VERB	дзеясл.	@Пробовати, пробовать	
VERB	дзеясл.	@Пробоватися	
VERB	дзеясл.	@Прободовати	
VERB	дзеясл.	@Пробости	
VERB	дзеясл.	@Пробрати	
VERB	дзеясл.	@Пробудити, пребудити	
VERB	дзеясл.	@Пробудитися	
VERB	дзеясл.	@Пробудовати	
VERB	дзеясл.	@Пробужатися	
VERB	дзеясл.	@Пробывати	
VERB	дзеясл.	@Провадити, провадить, провадзити	
VERB	дзеясл.	@Провадитися, провадитисе	
VERB	дзеясл.	@Проважати	
VERB	дзеясл.	@Проваживати	
VERB	дзеясл.	@Провевати	
VERB	дзеясл.	@Проведати	
VERB	дзеясл.	@Проведети	
VERB	дзеясл.	@Провенути	
VERB	дзеясл.	@Провертети	
VERB	дзеясл.	@Проверчовати	
VERB	дзеясл.	@Провести, правести	
VERB	дзеясл.	@Провещати	
VERB	дзеясл.	@Провеяти	
VERB	дзеясл.	@Провидети	
VERB	дзеясл.	@Провидити	
VERB	дзеясл.	@Провидовати, провидовать	
VERB	дзеясл.	@Провинити	
VERB	дзеясл.	@Провлечи	
VERB	дзеясл.	@Проводити	
VERB	дзеясл.	@Проводитися	
VERB	дзеясл.	@Провожати	
VERB	дзеясл.	@Провозити	
VERB	дзеясл.	@Проволати	
VERB	дзеясл.	@Проволачати	
VERB	дзеясл.	@Проволокати	
VERB	дзеясл.	@Проволокатися	
VERB	дзеясл.	@Проволочи	
VERB	дзеясл.	@Проволочися, проволочисе	
VERB	дзеясл.	@Провоняти	
VERB	дзеясл.	@Проглаголати	
VERB	дзеясл.	@Прогледати	
VERB	дзеясл.	@Прогледети	
VERB	дзеясл.	@Проглонути	
VERB	дзеясл.	@Проглотити	
VERB	дзеясл.	@Проглынути	
VERB	дзеясл.	@Проглянути	
VERB	дзеясл.	@Прогнати	
VERB	дзеясл.	@Прогневати	
VERB	дзеясл.	@Прогневатися, прогневатисе	
VERB	дзеясл.	@Прогневити	
VERB	дзеясл.	@Проговорити	
VERB	дзеясл.	@Прогонити	
VERB	дзеясл.	@Прогоняти, проганяти	
VERB	дзеясл.	@Програти	
VERB	дзеясл.	@Прогрезтисе	
VERB	дзеясл.	@Прогризти	
VERB	дзеясл.	@Продавати, прадавати, продавать, продовати	
VERB	дзеясл.	@Продаватися	
VERB	дзеясл.	@Продаивати	
VERB	дзеясл.	@Продати, прадати, продать	
VERB	дзеясл.	@Продатися	
VERB	дзеясл.	@Продевчитися	
VERB	дзеясл.	@Продерти	
VERB	дзеясл.	@Продирати	
VERB	дзеясл.	@Продковати, продковать	
VERB	дзеясл.	@Продолжати	
VERB	дзеясл.	@Продолжатися, продолжатисе	
VERB	дзеясл.	@Продолживати	
VERB	дзеясл.	@Продолжити, продолжыти	
VERB	дзеясл.	@Продолжитися, продолжытисе	
VERB	дзеясл.	@Продрати	
VERB	дзеясл.	@Продремати	
VERB	дзеясл.	@Продуковати, продуктовати	
VERB	дзеясл.	@Проежджатися, проежчатися, проезжатися	
VERB	дзеясл.	@Проезджати, проеждати, проежджати, проеждчати, проеждяти, проежчати	
VERB	дзеясл.	@Проездити	
VERB	дзеясл.	@Проездитися	
VERB	дзеясл.	@Проехати	
VERB	дзеясл.	@Прожерти, прожрети	
VERB	дзеясл.	@Проживати	
VERB	дзеясл.	@Прожити	
VERB	дзеясл.	@Прожитися	
VERB	дзеясл.	@Прожновати	
VERB	дзеясл.	@Прозвати	
VERB	дзеясл.	@Прозватися	
VERB	дзеясл.	@Прозвинети	
VERB	дзеясл.	@Прозволити, презволити	
VERB	дзеясл.	@Прозирати	
VERB	дзеясл.	@Прознаменовати	
VERB	дзеясл.	@Прознаменоватися	
VERB	дзеясл.	@Прозначати	
VERB	дзеясл.	@Прозначити	
VERB	дзеясл.	@Прозношать	
VERB	дзеясл.	@Прозрети	
VERB	дзеясл.	@Прозрити	
VERB	дзеясл.	@Прозывати	
VERB	дзеясл.	@Прозыватися	
VERB	дзеясл.	@Прозябати	
VERB	дзеясл.	@Прозябити	
VERB	дзеясл.	@Проижджатися	
VERB	дзеясл.	@Произвести	
VERB	дзеясл.	@Производити	
VERB	дзеясл.	@Произволити, преизволити	
VERB	дзеясл.	@Произволяти	
VERB	дзеясл.	@Произыйти	
VERB	дзеясл.	@Проимати	
VERB	дзеясл.	@Пройгравати	
VERB	дзеясл.	@Пройграти, проиграти	
VERB	дзеясл.	@Пройзрети	
VERB	дзеясл.	@Пройзрити	
VERB	дзеясл.	@Пройти, проити	
VERB	дзеясл.	@Проквитнути, прокветнути	
VERB	дзеясл.	@Прокласти	
VERB	дзеясл.	@Проклинати, проклинать	
VERB	дзеясл.	@Проклинатися	
VERB	дзеясл.	@Проклинутися	
VERB	дзеясл.	@Проклоти	
VERB	дзеясл.	@Проклусатися	
VERB	дзеясл.	@Прокляти	
VERB	дзеясл.	@Проколкнути	
VERB	дзеясл.	@Проколоти	
VERB	дзеясл.	@Проколотися	
VERB	дзеясл.	@Прокопати	
VERB	дзеясл.	@Прокопывати	
VERB	дзеясл.	@Прокормиться	
VERB	дзеясл.	@Прокосити	
VERB	дзеясл.	@Прокрастися	
VERB	дзеясл.	@Прокрутити	
VERB	дзеясл.	@Прокудити	
VERB	дзеясл.	@Прокураторовати	
VERB	дзеясл.	@Прокусити	
VERB	дзеясл.	@Пролезти	
VERB	дзеясл.	@Пролетети	
VERB	дзеясл.	@Проливати, проливать	
VERB	дзеясл.	@Проливатися	
VERB	дзеясл.	@Пролити	
VERB	дзеясл.	@Пролитися	
VERB	дзеясл.	@Пролияти, пролиять, прольяти	
VERB	дзеясл.	@Проложити I	
VERB	дзеясл.	@Проломити	
VERB	дзеясл.	@Проломитися	
VERB	дзеясл.	@Променивати	
VERB	дзеясл.	@Променити	
VERB	дзеясл.	@Променитися	
VERB	дзеясл.	@Променяти	
VERB	дзеясл.	@Промешивати	
VERB	дзеясл.	@Промешкати	
VERB	дзеясл.	@Промешкивати, промешковати	
VERB	дзеясл.	@Проминати	
VERB	дзеясл.	@Проминовати	
VERB	дзеясл.	@Проминути	
VERB	дзеясл.	@Промовити, промовить	
VERB	дзеясл.	@Промововати	
VERB	дзеясл.	@Промолвити	
VERB	дзеясл.	@Промолчати	
VERB	дзеясл.	@Промочи	
VERB	дзеясл.	@Промочыти	
VERB	дзеясл.	@Промыкатися	
VERB	дзеясл.	@Промыслити, промышлити	
VERB	дзеясл.	@Промыти	
VERB	дзеясл.	@Промытити, промытить	
VERB	дзеясл.	@Промытитися	
VERB	дзеясл.	@Промышливати	
VERB	дзеясл.	@Промышляти, промышлять	
VERB	дзеясл.	@Пронашати	
VERB	дзеясл.	@Проневеритися	
VERB	дзеясл.	@Пронестися	
VERB	дзеясл.	@Пронизнути	
VERB	дзеясл.	@Проникати, преникати	
VERB	дзеясл.	@Проникнути, преникнути	
VERB	дзеясл.	@Пронырати	
VERB	дзеясл.	@Проньзнути	
VERB	дзеясл.	@Прообразити	
VERB	дзеясл.	@Прообразовати	
VERB	дзеясл.	@Прооминути	
VERB	дзеясл.	@Пропадати	
VERB	дзеясл.	@Пропадовати	
VERB	дзеясл.	@Пропалвовати	
VERB	дзеясл.	@Пропалити	
VERB	дзеясл.	@Пропаляти	
VERB	дзеясл.	@Пропаметати, пропометати	
VERB	дзеясл.	@Пропасти	
VERB	дзеясл.	@Пропахивати	
VERB	дзеясл.	@Пропиватись	
VERB	дзеясл.	@Пропинати	
VERB	дзеясл.	@Прописати	
VERB	дзеясл.	@Прописоватисе	
VERB	дзеясл.	@Прописыватися, прописываться	
VERB	дзеясл.	@Пропити	
VERB	дзеясл.	@Проплакати	
VERB	дзеясл.	@Проплакатися	
VERB	дзеясл.	@Проплакивати	
VERB	дзеясл.	@Проповедати, проповедать	
VERB	дзеясл.	@Проповедатися, проповедатьсе	
VERB	дзеясл.	@Проповедети	
VERB	дзеясл.	@Проповедити	
VERB	дзеясл.	@Проповедитисе	
VERB	дзеясл.	@Проповедовати	
VERB	дзеясл.	@Проповести	
VERB	дзеясл.	@Проповестися	
VERB	дзеясл.	@Пропометатисе	
VERB	дзеясл.	@Пропоминати	
VERB	дзеясл.	@Пропомнети, пропомнити, пропомняти	
VERB	дзеясл.	@Пропоновати, пропоновать	
VERB	дзеясл.	@Пропоясати	
VERB	дзеясл.	@Пропровадити	
VERB	дзеясл.	@Пропровожать	
VERB	дзеясл.	@Пропукнути	
VERB	дзеясл.	@Пропукнутися	
VERB	дзеясл.	@Пропускати, пропускать	
VERB	дзеясл.	@Пропускивати	
VERB	дзеясл.	@Пропустити	
VERB	дзеясл.	@Пропущати, пропушчати, пропущать	
VERB	дзеясл.	@Пропяти	
VERB	дзеясл.	@Проражати	
VERB	дзеясл.	@Проразити	
VERB	дзеясл.	@Проразитися	
VERB	дзеясл.	@Проразумети	
VERB	дзеясл.	@Прорасти, прорости	
VERB	дзеясл.	@Прорвати	
VERB	дзеясл.	@Прорватися	
VERB	дзеясл.	@Прорезати	
VERB	дзеясл.	@Прорекати	
VERB	дзеясл.	@Проречи	
VERB	дзеясл.	@Проривати	
VERB	дзеясл.	@Проробити	
VERB	дзеясл.	@Проробливати	
VERB	дзеясл.	@Пророковати, пророковать	
VERB	дзеясл.	@Проростати	
VERB	дзеясл.	@Проростовати	
VERB	дзеясл.	@Пророчествовати	
VERB	дзеясл.	@Прорубывати	
VERB	дзеясл.	@Просветити	
VERB	дзеясл.	@Просветитися	
VERB	дзеясл.	@Просвечати	
VERB	дзеясл.	@Просвещати	
VERB	дзеясл.	@Просвещатися	
VERB	дзеясл.	@Просвещевати	
VERB	дзеясл.	@Проседетисе	
VERB	дзеясл.	@Просекати	
VERB	дзеясл.	@Просечи	
VERB	дзеясл.	@Просеяти	
VERB	дзеясл.	@Просити, просить	
VERB	дзеясл.	@Проситися	
VERB	дзеясл.	@Просиявати	
VERB	дзеясл.	@Просияти	
VERB	дзеясл.	@Просказати	
VERB	дзеясл.	@Прославити	
VERB	дзеясл.	@Прославитися	
VERB	дзеясл.	@Прославляти	
VERB	дзеясл.	@Прославлятися	
VERB	дзеясл.	@Прослезитися	
VERB	дзеясл.	@Прослухати	
VERB	дзеясл.	@Прослухивати	
VERB	дзеясл.	@Прослывати	
VERB	дзеясл.	@Прослыти	
VERB	дзеясл.	@Прослытися	
VERB	дзеясл.	@Прослышати	
VERB	дзеясл.	@Просмрадити	
VERB	дзеясл.	@Просочити	
VERB	дзеясл.	@Проспатися	
VERB	дзеясл.	@Проспевати I	
VERB	дзеясл.	@Проспевати II	
VERB	дзеясл.	@Проспевовати	
VERB	дзеясл.	@Проспети	
VERB	дзеясл.	@Простерегати	
VERB	дзеясл.	@Простерти, простерети	
VERB	дзеясл.	@Простертися	
VERB	дзеясл.	@Простирати	
VERB	дзеясл.	@Простиратися	
VERB	дзеясл.	@Простити	
VERB	дзеясл.	@Проститися	
VERB	дзеясл.	@Простовати	
